product_id,locale,craft_summary,cultural_story,meaning_summary,source_note,review_status,reviewed_at,is_demo
prod_ref_002,en,The Met records this object as “Fan”; its medium is recorded as: Folding fan; ink and color on paper.,"Museum date: 18th century. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 51.14; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/51770",draft,,true
prod_ref_003,zh-CN,大都会艺术博物馆将该对象记录为“折扇册页”相关馆藏；材质记录为：Folding fan mounted as an album leaf; gold paper。,馆藏年代记录：Date not specified in museum record。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 19.167；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/51536,draft,,true
prod_ref_003,en,The Met records this object as “Fan”; its medium is recorded as: Folding fan mounted as an album leaf; gold paper.,"Museum date: Date not specified in museum record. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 19.167; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/51536",draft,,true
prod_ref_004,zh-CN,大都会艺术博物馆将该对象记录为“青崖红枫图折扇”相关馆藏；材质记录为：Folding fan mounted as an album leaf; ink and color on paper。,馆藏年代记录：dated 1603。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 13.100.77；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/35990,draft,,true
prod_ref_004,en,The Met records this object as “Azure Cliff with Red Maples”; its medium is recorded as: Folding fan mounted as an album leaf; ink and color on paper.,"Museum date: dated 1603. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 13.100.77; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/35990",draft,,true
prod_ref_005,zh-CN,大都会艺术博物馆将该对象记录为“江景图折扇”相关馆藏；材质记录为：Folding fan mounted as an album leaf; ink on paper。,馆藏年代记录：Date not specified in museum record。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 13.100.89；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/36000,draft,,true
prod_ref_005,en,The Met records this object as “River landscape”; its medium is recorded as: Folding fan mounted as an album leaf; ink on paper.,"Museum date: Date not specified in museum record. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 13.100.89; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/36000",draft,,true
prod_ref_006,zh-CN,大都会艺术博物馆将该对象记录为“青玉印”相关馆藏；材质记录为：Green jade。,馆藏年代记录：Date not specified in museum record。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 19.19.10；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/40995,draft,,true
prod_ref_006,en,The Met records this object as “Seal”; its medium is recorded as: Green jade.,"Museum date: Date not specified in museum record. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 19.19.10; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/40995",draft,,true
prod_ref_007,zh-CN,大都会艺术博物馆将该对象记录为“灰玉印”相关馆藏；材质记录为：Gray jade。,馆藏年代记录：Date not specified in museum record。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 19.19.24；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/41006,draft,,true
prod_ref_007,en,The Met records this object as “Seal”; its medium is recorded as: Gray jade.,"Museum date: Date not specified in museum record. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 19.19.24; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/41006",draft,,true
prod_ref_008,zh-CN,大都会艺术博物馆将该对象记录为“鲍文玉印”相关馆藏；材质记录为：Bowenite。,馆藏年代记录：Date not specified in museum record。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 27.129；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/41055,draft,,true
prod_ref_008,en,The Met records this object as “Seal”; its medium is recorded as: Bowenite.,"Museum date: Date not specified in museum record. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 27.129; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/41055",draft,,true
prod_ref_009,zh-CN,大都会艺术博物馆将该对象记录为“玉印”相关馆藏；材质记录为：Jade。,馆藏年代记录：Date not specified in museum record。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 19.19.19；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/41002,draft,,true
prod_ref_009,en,The Met records this object as “Seal”; its medium is recorded as: Jade.,"Museum date: Date not specified in museum record. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 19.19.19; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/41002",draft,,true
prod_ref_010,zh-CN,大都会艺术博物馆将该对象记录为“青花釉下彩印”相关馆藏；材质记录为：Porcelain decorated with blue under the glaze and incised seal characters。,馆藏年代记录：18th century。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 81.6.263；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/61857,draft,,true
prod_ref_010,en,The Met records this object as “Seal”; its medium is recorded as: Porcelain decorated with blue under the glaze and incised seal characters.,"Museum date: 18th century. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 81.6.263; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/61857",draft,,true
prod_ref_011,zh-CN,"大都会艺术博物馆将该对象记录为“仙人山水纹竹笔筒”相关馆藏；材质记录为：Bamboo, wood rim and stand。",馆藏年代记录：late 17th–early 18th century。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 2011.7；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/76453,draft,,true
prod_ref_011,en,"The Met records this object as “Brush holder decorated with immortals in landscape”; its medium is recorded as: Bamboo, wood rim and stand.","Museum date: late 17th–early 18th century. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 2011.7; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/76453",draft,,true
prod_ref_012,zh-CN,大都会艺术博物馆将该对象记录为“《醉翁亭记》图竹笔筒”相关馆藏；材质记录为：Bamboo with hardwood rim and base。,馆藏年代记录：late 17th century。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 1994.382；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/42158,draft,,true
prod_ref_012,en,The Met records this object as “Brush holder with scene of “Ode to the Pavilion of the Inebriated Old Man””; its medium is recorded as: Bamboo with hardwood rim and base.,"Museum date: late 17th century. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 1994.382; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/42158",draft,,true
prod_ref_013,zh-CN,大都会艺术博物馆将该对象记录为“《醉翁亭记》图竹笔筒（早期）”相关馆藏；材质记录为：Bamboo。,馆藏年代记录：early 17th century。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 1994.208；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/39625,draft,,true
prod_ref_013,en,The Met records this object as “Brush holder with scene of “Ode to the Pavilion of the Inebriated Old Man””; its medium is recorded as: Bamboo.,"Museum date: early 17th century. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 1994.208; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/39625",draft,,true
prod_ref_014,zh-CN,大都会艺术博物馆将该对象记录为“山水高士图香筒”相关馆藏；材质记录为：Bamboo。,馆藏年代记录：late 16th–early 17th century。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 1995.271；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/39626,draft,,true
prod_ref_014,en,The Met records this object as “Incense holder with scholars in a landscape”; its medium is recorded as: Bamboo.,"Museum date: late 16th–early 17th century. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 1995.271; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/39626",draft,,true
prod_ref_015,zh-CN,大都会艺术博物馆将该对象记录为“文会图竹笔筒”相关馆藏；材质记录为：Silver。,馆藏年代记录：mid-18th century。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 2015.500.6.25；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/39855,draft,,true
prod_ref_015,en,The Met records this object as “Brush Holder with Literary Gathering”; its medium is recorded as: Silver.,"Museum date: mid-18th century. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 2015.500.6.25; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/39855",draft,,true
prod_ref_016,zh-CN,大都会艺术博物馆将该对象记录为“茶壶”相关馆藏；材质记录为：Porcelain painted with cobalt blue under transparent glaze (Jingdezhen ware); European mount。,馆藏年代记录：late 17th–early 18th century。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,"The Met Open Access，馆藏编号 79.2.189a, b；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/47879",draft,,true
prod_ref_016,en,The Met records this object as “Teapot”; its medium is recorded as: Porcelain painted with cobalt blue under transparent glaze (Jingdezhen ware); European mount.,"Museum date: late 17th–early 18th century. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 79.2.189a, b; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/47879",draft,,true
prod_ref_017,zh-CN,大都会艺术博物馆将该对象记录为“牡丹纹双面茶壶”相关馆藏；材质记录为：Porcelain painted with cobalt blue under and colored enamels over transparent glaze (Jingdezhen ware)。,馆藏年代记录：late 17th–early 18th century。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,"The Met Open Access，馆藏编号 79.2.1317a, b；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/46792",draft,,true
prod_ref_017,en,The Met records this object as “Double-Sided Teapot with Tree Peonies”; its medium is recorded as: Porcelain painted with cobalt blue under and colored enamels over transparent glaze (Jingdezhen ware).,"Museum date: late 17th–early 18th century. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 79.2.1317a, b; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/46792",draft,,true
prod_ref_018,zh-CN,大都会艺术博物馆将该对象记录为“莲花形茶壶”相关馆藏；材质记录为：Porcelain with raised and applied decoration under colored glazes (Jingdezhen ware)。,馆藏年代记录：ca. 1700。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,"The Met Open Access，馆藏编号 79.2.1201a, b；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/51184",draft,,true
prod_ref_018,en,The Met records this object as “Teapot in Shape of a Lotus Plant”; its medium is recorded as: Porcelain with raised and applied decoration under colored glazes (Jingdezhen ware).,"Museum date: ca. 1700. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 79.2.1201a, b; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/51184",draft,,true
prod_ref_019,zh-CN,大都会艺术博物馆将该对象记录为“梅花形茶壶”相关馆藏；材质记录为：Stoneware (Yixing ware)。,馆藏年代记录：early 17th century。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,"The Met Open Access，馆藏编号 1982.362a, b；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/42323",draft,,true
prod_ref_019,en,The Met records this object as “Teapot in the Shape of a Plum Blossom”; its medium is recorded as: Stoneware (Yixing ware).,"Museum date: early 17th century. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 1982.362a, b; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/42323",draft,,true
prod_ref_020,zh-CN,"大都会艺术博物馆将该对象记录为“茶壶与托碟”相关馆藏；材质记录为：Porcelain with full relief decoration, painted in overglaze enamels.。",馆藏年代记录：ca. 1740 (teapot); late 18th century (saucer)。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,"The Met Open Access，馆藏编号 1975.1.1724 a,b；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/460687",draft,,true
prod_ref_020,en,"The Met records this object as “Teapot (a) and saucer (b)”; its medium is recorded as: Porcelain with full relief decoration, painted in overglaze enamels..","Museum date: ca. 1740 (teapot); late 18th century (saucer). Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 1975.1.1724 a,b; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/460687",draft,,true
prod_ref_021,zh-CN,大都会艺术博物馆将该对象记录为“《水浒传》插图本”相关馆藏；材质记录为：Woodblock-printed book; ink on paper。,馆藏年代记录：ca. 1610–40。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 2020.73.4；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/712497,draft,,true
prod_ref_021,en,The Met records this object as “The Water Margin”; its medium is recorded as: Woodblock-printed book; ink on paper.,"Museum date: ca. 1610–40. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 2020.73.4; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/712497",draft,,true
prod_ref_022,zh-CN,大都会艺术博物馆将该对象记录为“《太平府山水》图册”相关馆藏；材质记录为：Woodblock-printed book; ink on paper。,馆藏年代记录：1648。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 CIB8；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/60764,draft,,true
prod_ref_022,en,The Met records this object as “Landscapes of Taiping Prefecture”; its medium is recorded as: Woodblock-printed book; ink on paper.,"Museum date: 1648. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession CIB8; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/60764",draft,,true
prod_ref_023,zh-CN,大都会艺术博物馆将该对象记录为“《十竹斋画谱》册页”相关馆藏；材质记录为：Individual leaf from a woodblock-printed book; ink and color on paper。,馆藏年代记录：first edition printed in 1633。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 CP56；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/63375,draft,,true
prod_ref_023,en,The Met records this object as “Page from Ten Bamboo Studio Manual of Painting and Calligraphy”; its medium is recorded as: Individual leaf from a woodblock-printed book; ink and color on paper.,"Museum date: first edition printed in 1633. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession CP56; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/63375",draft,,true
prod_ref_024,zh-CN,大都会艺术博物馆将该对象记录为“《十竹斋画谱》单页”相关馆藏；材质记录为：Individual leaf from a printed book; ink and color on paper。,馆藏年代记录：first edition printed in 1633。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 CP54；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/63372,draft,,true
prod_ref_024,en,The Met records this object as “Leaf from the Ten Bamboo Studio Manual of Painting and Calligraphy”; its medium is recorded as: Individual leaf from a printed book; ink and color on paper.,"Museum date: first edition printed in 1633. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession CP54; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/63372",draft,,true
prod_ref_025,zh-CN,大都会艺术博物馆将该对象记录为“内贴《姑苏冬日美人图》木箱”相关馆藏；材质记录为：Pinewood (chest); polychrome woodblock print; ink and color on paper。,馆藏年代记录：1767?。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 2025.460；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/912945,draft,,true
prod_ref_025,en,"The Met records this object as “Wooden chest with print ""Gusu Beauty in Winter"" pasted inside”; its medium is recorded as: Pinewood (chest); polychrome woodblock print; ink and color on paper.","Museum date: 1767?. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 2025.460; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/912945",draft,,true
prod_ref_026,zh-CN,大都会艺术博物馆将该对象记录为“书法折扇册页”相关馆藏；材质记录为：Folding fan mounted as an album leaf; ink on paper。,馆藏年代记录：Date not specified in museum record。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 13.100.82；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/35993,draft,,true
prod_ref_026,en,The Met records this object as “Calligraphy”; its medium is recorded as: Folding fan mounted as an album leaf; ink on paper.,"Museum date: Date not specified in museum record. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 13.100.82; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/35993",draft,,true
prod_ref_027,zh-CN,大都会艺术博物馆将该对象记录为“为茂叔作书画册”相关馆藏；材质记录为：Album of fourteen paintings and facing pages of calligraphy; ink and color on paper。,馆藏年代记录：1666–80。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 2015.784.7；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/65628,draft,,true
prod_ref_027,en,The Met records this object as “Album of painting and calligraphy for Maoshu”; its medium is recorded as: Album of fourteen paintings and facing pages of calligraphy; ink and color on paper.,"Museum date: 1666–80. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 2015.784.7; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/65628",draft,,true
prod_ref_028,zh-CN,大都会艺术博物馆将该对象记录为“清凉山题诗”相关馆藏；材质记录为：Hanging scroll; ink on paper。,馆藏年代记录：dated 1641。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 1989.363.116；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/49029,draft,,true
prod_ref_028,en,The Met records this object as “Poem written on Mount Qingliang”; its medium is recorded as: Hanging scroll; ink on paper.,"Museum date: dated 1641. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 1989.363.116; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/49029",draft,,true
prod_ref_029,zh-CN,大都会艺术博物馆将该对象记录为“隶书格言”相关馆藏；材质记录为：Hanging scroll; ink on paper。,馆藏年代记录：dated 1691。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 2015.784.9；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/65630,draft,,true
prod_ref_029,en,The Met records this object as “Poetic maxim in clerical script”; its medium is recorded as: Hanging scroll; ink on paper.,"Museum date: dated 1691. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 2015.784.9; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/65630",draft,,true
prod_ref_030,zh-CN,大都会艺术博物馆将该对象记录为““福”字书法”相关馆藏；材质记录为：Hanging scroll; ink on gold-flecked paper。,馆藏年代记录：18th–19th century。文化背景仅按所列官方来源概括；馆藏对象与当代商品、商家及商业能力之间不作归属推断。,可用于礼赠方向的文化探索，但寓意标签是策展索引，不是馆方或商家承诺。,The Met Open Access，馆藏编号 52.177.9；访问日期 2026-07-30；https://www.metmuseum.org/art/collection/search/51784,draft,,true
prod_ref_030,en,"The Met records this object as “Calligraphy: ""Happiness""”; its medium is recorded as: Hanging scroll; ink on gold-flecked paper.","Museum date: 18th–19th century. Cultural context is limited to the cited official source; no link to a current merchant, sale product, or fulfilment capability is asserted.","Suitable for gift-direction exploration; symbolism tags are curatorial indexes, not museum or merchant claims.","The Met Open Access, accession 52.177.9; accessed 2026-07-30; https://www.metmuseum.org/art/collection/search/51784",draft,,true
prod_wuhu_iron_guo_dashi,zh-CN,《国大师》以昂首雄鸡和舒展花藤构成画面，通过铁线、铁片与立体锻制层次，呈现出近似中国水墨画的虚实关系与刚柔对比。具体尺寸、材质与工序待手艺人确认。,芜湖铁画形成于清代康熙年间，将中国画的构图与金属锻制结合，通过锻、焊、锉、凿等技法塑造线条、纹理与层次。芜湖铁画锻制技艺于 2006 年列入第一批国家级非物质文化遗产代表性项目名录，编号 Ⅷ-39。该级别针对技艺项目，不代表本作品的作者资质或收藏状态已获认证。,文化解读：雄鸡在中国视觉文化中常令人联想到警醒、守时与昂扬向上的生命力，花藤则带来生长与延续的联想。以上为文化解读，不代表作者已确认的创作意图。,技艺背景来源：中国非物质文化遗产网 https://www.ihchina.cn/project_details/14329/；图片由合作方提供并经后期处理，非博物馆开放授权图片；作品的收藏机构、藏品编号与作者信息尚未核验。,draft,,true
prod_wuhu_iron_guo_dashi,en,"“Guo Dashi” centers on an upright rooster beneath a sweeping flowering vine. Forged metal lines, layered forms, and relief-like shadows create a visual dialogue between the strength of iron and the expressive rhythm of Chinese ink painting. Exact dimensions, materials and process remain to be confirmed by the artisan.","Wuhu iron painting developed into a distinct craft during the Kangxi period of the Qing dynasty, combining the composition of Chinese painting with metal forging. Wuhu Iron Painting Forging Techniques entered China's first national list of representative intangible cultural heritage projects in 2006, as project VIII-39. That listing covers the craft tradition, not the authorship or collection status of this particular work.","Cultural interpretation: in Chinese visual culture the rooster is often associated with alertness, vitality and an uplifting spirit, while the climbing vine suggests growth and continuity. These are interpretations rather than a confirmed statement of the artist's intent.","Craft background: China Intangible Cultural Heritage Network, https://www.ihchina.cn/project_details/14329/. The image was supplied by a partner and has been post-processed; it is not an open-licence museum image. The holding institution, accession number and authorship of this work are not yet verified.",draft,,true
