product_id,merchant_id,heritage_id,sku,product_name_zh,product_name_en,price_min_fen,price_max_fen,min_order_qty,recommended_max_qty,demo_max_order_qty,lead_time_days,dimensions_text,material_text,image_path,image_alt_zh,reference_source_url,image_license,category_code,region_code,price_tier,source_product_url,source_culture_url,source_merchant_url,source_type,source_accessed_at,source_status,verification_status,merchant_fact_status,commercial_data_status,cultural_data_status,image_status,image_attribution,data_quality_level,catalog_role,recipient_tags,occasion_tags,style_tags,meaning_tags,supports_international_shipping,shipping_note,status,data_version,is_demo,demo_disclaimer
prod_ref_005,mer_demo_feiyi,heritage_ref_fan,REF-MET-36000,馆藏参考｜江景图折扇,Museum reference | River landscape,600000,800000,1,,,30,6 3/8 x 19 3/4 in. (16.2 x 50.2 cm),Folding fan mounted as an album leaf; ink on paper,assets/catalog/products/met-36000.jpg,大都会艺术博物馆开放馆藏：江景图折扇,https://www.metmuseum.org/art/collection/search/36000,CC0 1.0 / Public Domain,fan,中国（全国性文化语境）,collector,https://www.metmuseum.org/art/collection/search/36000,https://ich.unesco.org/en/RL/chinese-calligraphy-00216,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""friend"", ""teacher"", ""overseas_partner""]","[""academic_visit"", ""conference_gift"", ""festival""]","[""elegant"", ""literati"", ""portable""]","[""friendship"", ""wisdom"", ""landscape""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_006,mer_demo_feiyi,heritage_ref_seal,REF-MET-40995,馆藏参考｜青玉印,Museum reference | Seal,20000,30000,1,,,30,Diam. 4 5/8 in. (11.7 cm),Green jade,assets/catalog/products/met-40995.jpg,大都会艺术博物馆开放馆藏：青玉印,https://www.metmuseum.org/art/collection/search/40995,CC0 1.0 / Public Domain,seal,浙江（印章艺术文化语境）,entry,https://www.metmuseum.org/art/collection/search/40995,https://ich.unesco.org/en/RL/art-of-chinese-seal-engraving-00217,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""collector"", ""teacher"", ""institution""]","[""collection"", ""honor_commemoration"", ""academic_visit""]","[""traditional"", ""literati"", ""collectible""]","[""heritage"", ""wisdom"", ""remembrance""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_007,mer_demo_feiyi,heritage_ref_seal,REF-MET-41006,馆藏参考｜灰玉印,Museum reference | Seal,50000,80000,1,,,30,Diam. 4 in. (10.2 cm),Gray jade,assets/catalog/products/met-41006.jpg,大都会艺术博物馆开放馆藏：灰玉印,https://www.metmuseum.org/art/collection/search/41006,CC0 1.0 / Public Domain,seal,浙江（印章艺术文化语境）,mid,https://www.metmuseum.org/art/collection/search/41006,https://ich.unesco.org/en/RL/art-of-chinese-seal-engraving-00217,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""collector"", ""teacher"", ""institution""]","[""collection"", ""honor_commemoration"", ""academic_visit""]","[""traditional"", ""literati"", ""collectible""]","[""heritage"", ""wisdom"", ""remembrance""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_008,mer_demo_feiyi,heritage_ref_seal,REF-MET-41055,馆藏参考｜鲍文玉印,Museum reference | Seal,120000,180000,1,,,30,H. 1 3/16 in. (3 cm); W. 5/8 in. (1.6 cm); L. 3 3/16 in. (8.1 cm),Bowenite,assets/catalog/products/met-41055.jpg,大都会艺术博物馆开放馆藏：鲍文玉印,https://www.metmuseum.org/art/collection/search/41055,CC0 1.0 / Public Domain,seal,浙江（印章艺术文化语境）,business,https://www.metmuseum.org/art/collection/search/41055,https://ich.unesco.org/en/RL/art-of-chinese-seal-engraving-00217,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""collector"", ""teacher"", ""institution""]","[""collection"", ""honor_commemoration"", ""academic_visit""]","[""traditional"", ""literati"", ""collectible""]","[""heritage"", ""wisdom"", ""remembrance""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_009,mer_demo_feiyi,heritage_ref_seal,REF-MET-41002,馆藏参考｜玉印,Museum reference | Seal,300000,450000,1,,,30,H. 4 in. (10.2 cm); W. 4 in. (10.2 cm),Jade,assets/catalog/products/met-41002.jpg,大都会艺术博物馆开放馆藏：玉印,https://www.metmuseum.org/art/collection/search/41002,CC0 1.0 / Public Domain,seal,浙江（印章艺术文化语境）,high,https://www.metmuseum.org/art/collection/search/41002,https://ich.unesco.org/en/RL/art-of-chinese-seal-engraving-00217,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""collector"", ""teacher"", ""institution""]","[""collection"", ""honor_commemoration"", ""academic_visit""]","[""traditional"", ""literati"", ""collectible""]","[""heritage"", ""wisdom"", ""remembrance""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_010,mer_demo_feiyi,heritage_ref_seal,REF-MET-61857,馆藏参考｜青花釉下彩印,Museum reference | Seal,600000,800000,1,,,30,H. 1 3/8 in. (3.5 cm); W. 1 3/8 in. (3.5 cm); D. 3/4 in. (1.9 cm),Porcelain decorated with blue under the glaze and incised seal characters,assets/catalog/products/met-61857.jpg,大都会艺术博物馆开放馆藏：青花釉下彩印,https://www.metmuseum.org/art/collection/search/61857,CC0 1.0 / Public Domain,seal,浙江（印章艺术文化语境）,collector,https://www.metmuseum.org/art/collection/search/61857,https://ich.unesco.org/en/RL/art-of-chinese-seal-engraving-00217,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""collector"", ""teacher"", ""institution""]","[""collection"", ""honor_commemoration"", ""academic_visit""]","[""traditional"", ""literati"", ""collectible""]","[""heritage"", ""wisdom"", ""remembrance""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_011,mer_demo_feiyi,heritage_ref_bamboo,REF-MET-76453,馆藏参考｜仙人山水纹竹笔筒,Museum reference | Brush holder decorated with immortals in landscape,20000,30000,1,,,30,H. 6 5/8 in. (16.8 cm); Diam. 4 1/4 in. (10.8 cm); Diam. of rim: 5 3/4 in. (14.6 cm); Diam. of foot: 6 in. (15.2 cm),"Bamboo, wood rim and stand",assets/catalog/products/met-76453.jpg,大都会艺术博物馆开放馆藏：仙人山水纹竹笔筒,https://www.metmuseum.org/art/collection/search/76453,CC0 1.0 / Public Domain,bamboo,中国（馆藏记录未细分）,entry,https://www.metmuseum.org/art/collection/search/76453,https://www.metmuseum.org/art/collection/search/76453,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""teacher"", ""business_partner"", ""institution""]","[""business_gift"", ""academic_visit"", ""home_display""]","[""natural"", ""literati"", ""traditional""]","[""resilience"", ""wisdom"", ""career""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_012,mer_demo_feiyi,heritage_ref_bamboo,REF-MET-42158,馆藏参考｜《醉翁亭记》图竹笔筒,Museum reference | Brush holder with scene of “Ode to the Pavilion of the Inebriated Old Man”,50000,80000,1,,,30,H. 7 in. (17.8 cm); D. 6 1/2 in. (16.5 cm),Bamboo with hardwood rim and base,assets/catalog/products/met-42158.jpg,大都会艺术博物馆开放馆藏：《醉翁亭记》图竹笔筒,https://www.metmuseum.org/art/collection/search/42158,CC0 1.0 / Public Domain,bamboo,中国（馆藏记录未细分）,mid,https://www.metmuseum.org/art/collection/search/42158,https://www.metmuseum.org/art/collection/search/42158,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""teacher"", ""business_partner"", ""institution""]","[""business_gift"", ""academic_visit"", ""home_display""]","[""natural"", ""literati"", ""traditional""]","[""resilience"", ""wisdom"", ""career""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_013,mer_demo_feiyi,heritage_ref_bamboo,REF-MET-39625,馆藏参考｜《醉翁亭记》图竹笔筒（早期）,Museum reference | Brush holder with scene of “Ode to the Pavilion of the Inebriated Old Man”,120000,180000,1,,,30,H. 5 1/4 in. (13.4 cm),Bamboo,assets/catalog/products/met-39625.jpg,大都会艺术博物馆开放馆藏：《醉翁亭记》图竹笔筒（早期）,https://www.metmuseum.org/art/collection/search/39625,CC0 1.0 / Public Domain,bamboo,中国（馆藏记录未细分）,business,https://www.metmuseum.org/art/collection/search/39625,https://www.metmuseum.org/art/collection/search/39625,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""teacher"", ""business_partner"", ""institution""]","[""business_gift"", ""academic_visit"", ""home_display""]","[""natural"", ""literati"", ""traditional""]","[""resilience"", ""wisdom"", ""career""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_014,mer_demo_feiyi,heritage_ref_bamboo,REF-MET-39626,馆藏参考｜山水高士图香筒,Museum reference | Incense holder with scholars in a landscape,300000,450000,1,,,30,Overall (including new wooden ends) H. 7 in. (17.8 cm),Bamboo,assets/catalog/products/met-39626.jpg,大都会艺术博物馆开放馆藏：山水高士图香筒,https://www.metmuseum.org/art/collection/search/39626,CC0 1.0 / Public Domain,bamboo,中国（馆藏记录未细分）,high,https://www.metmuseum.org/art/collection/search/39626,https://www.metmuseum.org/art/collection/search/39626,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""teacher"", ""business_partner"", ""institution""]","[""business_gift"", ""academic_visit"", ""home_display""]","[""natural"", ""literati"", ""traditional""]","[""resilience"", ""wisdom"", ""career""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_015,mer_demo_feiyi,heritage_ref_bamboo,REF-MET-39855,馆藏参考｜文会图竹笔筒,Museum reference | Brush Holder with Literary Gathering,600000,800000,1,,,30,H. 6 in. (15.2 cm); Diam. of rim: 6 1/4 in. (15.9 cm); Diam. of foot: 6 3/8 in. (16.2 cm),Silver,assets/catalog/products/met-39855.jpg,大都会艺术博物馆开放馆藏：文会图竹笔筒,https://www.metmuseum.org/art/collection/search/39855,CC0 1.0 / Public Domain,bamboo,中国（馆藏记录未细分）,collector,https://www.metmuseum.org/art/collection/search/39855,https://www.metmuseum.org/art/collection/search/39855,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""teacher"", ""business_partner"", ""institution""]","[""business_gift"", ""academic_visit"", ""home_display""]","[""natural"", ""literati"", ""traditional""]","[""resilience"", ""wisdom"", ""career""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_016,mer_demo_feiyi,heritage_ref_tea,REF-MET-47879,馆藏参考｜茶壶,Museum reference | Teapot,20000,30000,1,,,30,H. 4 1/4 in. (10.8 cm),Porcelain painted with cobalt blue under transparent glaze (Jingdezhen ware); European mount,assets/catalog/products/met-47879.jpg,大都会艺术博物馆开放馆藏：茶壶,https://www.metmuseum.org/art/collection/search/47879,CC0 1.0 / Public Domain,tea,福建（茶文化语境，非器物产地声明）,entry,https://www.metmuseum.org/art/collection/search/47879,https://ich.unesco.org/en/RL/traditional-tea-processing-techniques-and-associated-social-practices-in-china-01884?RL=01884,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""elder"", ""overseas_partner"", ""business_partner""]","[""business_gift"", ""foreign_exchange"", ""housewarming""]","[""elegant"", ""natural"", ""modern_chinese""]","[""harmony"", ""friendship"", ""blessing""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_017,mer_demo_feiyi,heritage_ref_tea,REF-MET-46792,馆藏参考｜牡丹纹双面茶壶,Museum reference | Double-Sided Teapot with Tree Peonies,50000,80000,1,,,30,H. 6 in. (15.2 cm); W. 5 1/2 in. (14 cm),Porcelain painted with cobalt blue under and colored enamels over transparent glaze (Jingdezhen ware),assets/catalog/products/met-46792.jpg,大都会艺术博物馆开放馆藏：牡丹纹双面茶壶,https://www.metmuseum.org/art/collection/search/46792,CC0 1.0 / Public Domain,tea,浙江（茶文化语境，非器物产地声明）,mid,https://www.metmuseum.org/art/collection/search/46792,https://ich.unesco.org/en/RL/traditional-tea-processing-techniques-and-associated-social-practices-in-china-01884?RL=01884,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""elder"", ""overseas_partner"", ""business_partner""]","[""business_gift"", ""foreign_exchange"", ""housewarming""]","[""elegant"", ""natural"", ""modern_chinese""]","[""harmony"", ""friendship"", ""blessing""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_018,mer_demo_feiyi,heritage_ref_tea,REF-MET-51184,馆藏参考｜莲花形茶壶,Museum reference | Teapot in Shape of a Lotus Plant,120000,180000,1,,,30,H. to handle 3 1/2 in. (8.9 cm); W. (max.) 5 3/8 in. (13.7 cm),Porcelain with raised and applied decoration under colored glazes (Jingdezhen ware),assets/catalog/products/met-51184.jpg,大都会艺术博物馆开放馆藏：莲花形茶壶,https://www.metmuseum.org/art/collection/search/51184,CC0 1.0 / Public Domain,tea,广西（茶文化语境，非器物产地声明）,business,https://www.metmuseum.org/art/collection/search/51184,https://ich.unesco.org/en/RL/traditional-tea-processing-techniques-and-associated-social-practices-in-china-01884?RL=01884,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""elder"", ""overseas_partner"", ""business_partner""]","[""business_gift"", ""foreign_exchange"", ""housewarming""]","[""elegant"", ""natural"", ""modern_chinese""]","[""harmony"", ""friendship"", ""blessing""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_019,mer_demo_feiyi,heritage_ref_tea,REF-MET-42323,馆藏参考｜梅花形茶壶,Museum reference | Teapot in the Shape of a Plum Blossom,300000,450000,1,,,30,H. 3 3/4 in. (9.5 cm),Stoneware (Yixing ware),assets/catalog/products/met-42323.jpg,大都会艺术博物馆开放馆藏：梅花形茶壶,https://www.metmuseum.org/art/collection/search/42323,CC0 1.0 / Public Domain,tea,云南（茶文化语境，非器物产地声明）,high,https://www.metmuseum.org/art/collection/search/42323,https://ich.unesco.org/en/RL/traditional-tea-processing-techniques-and-associated-social-practices-in-china-01884?RL=01884,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""elder"", ""overseas_partner"", ""business_partner""]","[""business_gift"", ""foreign_exchange"", ""housewarming""]","[""elegant"", ""natural"", ""modern_chinese""]","[""harmony"", ""friendship"", ""blessing""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_020,mer_demo_feiyi,heritage_ref_tea,REF-MET-460687,馆藏参考｜茶壶与托碟,Museum reference | Teapot (a) and saucer (b),600000,800000,1,,,30,"Height of pot: 8.2 cm.
Diameter of saucer: 15 cm.","Porcelain with full relief decoration, painted in overglaze enamels.",assets/catalog/products/met-460687.jpg,大都会艺术博物馆开放馆藏：茶壶与托碟,https://www.metmuseum.org/art/collection/search/460687,CC0 1.0 / Public Domain,tea,四川（茶文化语境，非器物产地声明）,collector,https://www.metmuseum.org/art/collection/search/460687,https://ich.unesco.org/en/RL/traditional-tea-processing-techniques-and-associated-social-practices-in-china-01884?RL=01884,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""elder"", ""overseas_partner"", ""business_partner""]","[""business_gift"", ""foreign_exchange"", ""housewarming""]","[""elegant"", ""natural"", ""modern_chinese""]","[""harmony"", ""friendship"", ""blessing""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_021,mer_demo_feiyi,heritage_ref_woodblock,REF-MET-712497,馆藏参考｜《水浒传》插图本,Museum reference | The Water Margin,20000,30000,1,,,30,H. 10 1/8 × W. 6 1/2 × D. 2 1/4 in. (25.7 × 16.5 × 5.7 cm),Woodblock-printed book; ink on paper,assets/catalog/products/met-712497.jpg,大都会艺术博物馆开放馆藏：《水浒传》插图本,https://www.metmuseum.org/art/collection/search/712497,CC0 1.0 / Public Domain,woodblock,中国（雕版印刷文化语境）,entry,https://www.metmuseum.org/art/collection/search/712497,https://ich.unesco.org/en/RL/china-engraved-block-printing-technique-00229,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""overseas_partner"", ""teacher"", ""institution""]","[""foreign_exchange"", ""conference_gift"", ""collection""]","[""regional"", ""literati"", ""collectible""]","[""heritage"", ""wisdom"", ""home_culture""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_022,mer_demo_feiyi,heritage_ref_woodblock,REF-MET-60764,馆藏参考｜《太平府山水》图册,Museum reference | Landscapes of Taiping Prefecture,50000,80000,1,,,30,H. 8 7/8 in. (22.5 cm); W. 6 in. (15.2 cm); D. 1 in. (2.5 cm),Woodblock-printed book; ink on paper,assets/catalog/products/met-60764.jpg,大都会艺术博物馆开放馆藏：《太平府山水》图册,https://www.metmuseum.org/art/collection/search/60764,CC0 1.0 / Public Domain,woodblock,中国（雕版印刷文化语境）,mid,https://www.metmuseum.org/art/collection/search/60764,https://ich.unesco.org/en/RL/china-engraved-block-printing-technique-00229,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""overseas_partner"", ""teacher"", ""institution""]","[""foreign_exchange"", ""conference_gift"", ""collection""]","[""regional"", ""literati"", ""collectible""]","[""heritage"", ""wisdom"", ""home_culture""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_023,mer_demo_feiyi,heritage_ref_woodblock,REF-MET-63375,馆藏参考｜《十竹斋画谱》册页,Museum reference | Page from Ten Bamboo Studio Manual of Painting and Calligraphy,120000,180000,1,,,30,9 1/2 x 10 13/16 in. (24.1 x 27.5 cm),Individual leaf from a woodblock-printed book; ink and color on paper,assets/catalog/products/met-63375.jpg,大都会艺术博物馆开放馆藏：《十竹斋画谱》册页,https://www.metmuseum.org/art/collection/search/63375,CC0 1.0 / Public Domain,woodblock,中国（雕版印刷文化语境）,business,https://www.metmuseum.org/art/collection/search/63375,https://ich.unesco.org/en/RL/china-engraved-block-printing-technique-00229,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""overseas_partner"", ""teacher"", ""institution""]","[""foreign_exchange"", ""conference_gift"", ""collection""]","[""regional"", ""literati"", ""collectible""]","[""heritage"", ""wisdom"", ""home_culture""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_024,mer_demo_feiyi,heritage_ref_woodblock,REF-MET-63372,馆藏参考｜《十竹斋画谱》单页,Museum reference | Leaf from the Ten Bamboo Studio Manual of Painting and Calligraphy,300000,450000,1,,,30,9 1/2 x 10 13/16 in. (24.1 x 27.5 cm),Individual leaf from a printed book; ink and color on paper,assets/catalog/products/met-63372.jpg,大都会艺术博物馆开放馆藏：《十竹斋画谱》单页,https://www.metmuseum.org/art/collection/search/63372,CC0 1.0 / Public Domain,woodblock,中国（雕版印刷文化语境）,high,https://www.metmuseum.org/art/collection/search/63372,https://ich.unesco.org/en/RL/china-engraved-block-printing-technique-00229,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""overseas_partner"", ""teacher"", ""institution""]","[""foreign_exchange"", ""conference_gift"", ""collection""]","[""regional"", ""literati"", ""collectible""]","[""heritage"", ""wisdom"", ""home_culture""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_025,mer_demo_feiyi,heritage_ref_woodblock,REF-MET-912945,馆藏参考｜内贴《姑苏冬日美人图》木箱,"Museum reference | Wooden chest with print ""Gusu Beauty in Winter"" pasted inside",600000,800000,1,,,30,H. 26 1/8 in. (66.3 cm); W. 23 1/4 in. (59 cm); L. 47 1/4 in. (120 cm),Pinewood (chest); polychrome woodblock print; ink and color on paper,assets/catalog/products/met-912945.jpg,大都会艺术博物馆开放馆藏：内贴《姑苏冬日美人图》木箱,https://www.metmuseum.org/art/collection/search/912945,CC0 1.0 / Public Domain,woodblock,中国（雕版印刷文化语境）,collector,https://www.metmuseum.org/art/collection/search/912945,https://ich.unesco.org/en/RL/china-engraved-block-printing-technique-00229,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""overseas_partner"", ""teacher"", ""institution""]","[""foreign_exchange"", ""conference_gift"", ""collection""]","[""regional"", ""literati"", ""collectible""]","[""heritage"", ""wisdom"", ""home_culture""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_026,mer_demo_feiyi,heritage_ref_calligraphy,REF-MET-35993,馆藏参考｜书法折扇册页,Museum reference | Calligraphy,20000,30000,1,,,30,7 3/8 x 21 in. (18.7 x 53.3 cm),Folding fan mounted as an album leaf; ink on paper,assets/catalog/products/met-35993.jpg,大都会艺术博物馆开放馆藏：书法折扇册页,https://www.metmuseum.org/art/collection/search/35993,CC0 1.0 / Public Domain,calligraphy,中国（书法文化语境）,entry,https://www.metmuseum.org/art/collection/search/35993,https://ich.unesco.org/en/RL/chinese-calligraphy-00216,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""teacher"", ""institution"", ""collector""]","[""academic_visit"", ""honor_commemoration"", ""collection""]","[""literati"", ""elegant"", ""collectible""]","[""wisdom"", ""heritage"", ""career""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
prod_ref_027,mer_demo_feiyi,heritage_ref_calligraphy,REF-MET-65628,馆藏参考｜为茂叔作书画册,Museum reference | Album of painting and calligraphy for Maoshu,50000,80000,1,,,30,"Image (each leaf, various image sizes): 13 3/4 × 11 1/8 in. (34.9 × 28.3 cm)
Each double leaf: 13 3/4 × 22 1/4 in. (34.9 × 56.5 cm)
Album: 13 3/4 × 11 1/8 × 1 1/4 in. (34.9 × 28.3 × 3.2 cm)",Album of fourteen paintings and facing pages of calligraphy; ink and color on paper,assets/catalog/products/met-65628.jpg,大都会艺术博物馆开放馆藏：为茂叔作书画册,https://www.metmuseum.org/art/collection/search/65628,CC0 1.0 / Public Domain,calligraphy,中国（书法文化语境）,mid,https://www.metmuseum.org/art/collection/search/65628,https://ich.unesco.org/en/RL/chinese-calligraphy-00216,,museum_open_collection,2026-07-30,source_verified,catalog_reference_only,pending_verification,demo_assumption,verified_public_cultural_fact,open_access_local_copy,"The Metropolitan Museum of Art, Open Access",C,catalog_reference,"[""teacher"", ""institution"", ""collector""]","[""academic_visit"", ""honor_commemoration"", ""collection""]","[""literati"", ""elegant"", ""collectible""]","[""wisdom"", ""heritage"", ""career""]",false,馆藏参考，不是销售商品；运输、价格、产能和交付均待真实商家确认。,inactive,2026-07-30.1,true,MVP演示数据｜馆藏参考，不可下单且不参与正式推荐
